Quartier,Surface,Chambres,AnneeConstruction,DistanceCentreVille,QualiteQuartier,Adresse,Prix
Sisalem,132.09,3,1997,4477.86,4,"92 Rue E, Béni Mellal",313253.0
Elhouda,114.1,2,2019,2982.69,1,"92 Rue E, Fes",237595.0
Taqaddom,137.13,3,2007,3273.14,8,"69 Rue F, Béni Mellal",259146.0
Elkasba,232.84,4,1993,4584.38,2,"57 Rue D, Fes",
Haycharaf,276.34,3,2011,3719.12,2,"8 Rue C, Marrakech",290861.0
Alatlas,262.83,4,1992,3631.41,1,"93 Rue A, Tanger",
Alatlas,237.03,2,2004,3138.73,1,"52 Rue F, Rabat",255292.0
RiadSalam,122.09,3,2022,3348.45,9,"81 Rue F, Marrakech",262922.0
Alatlas,157.84,2,2003,4116.67,1,"55 Rue A, Béni Mellal",298218.0
Haycharaf,161.96,3,1990,4906.55,6,"19 Rue C, Rabat",343576.0
Haycharaf,149.99,4,2015,4078.96,7,"97 Rue A, Fes",
RiadSalam,203.0,3,1997,3683.92,4,"22 Rue C, Marrakech",
Almassira1,207.11,3,2005,1109.95,5,"85 Rue C, Agadir",160767.0
Elhouda,171.38,4,1999,4176.86,4,"32 Rue D, Agadir",305511.0
Almassira1,170.76,4,2015,3811.97,4,"34 Rue A, Tanger",285675.0
Taqaddom,265.71,4,2017,3966.94,1,"83 Rue F, Béni Mellal",301487.0
Sisalem,257.86,3,2001,1539.93,6,"59 Rue F, Marrakech",178221.0
Taqaddom,161.56,2,2009,4565.5,7,"97 Rue B, Tanger",325076.0
RiadSalam,282.76,3,2003,937.77,7,"44 Rue C, Fes",155788.0
Elkasba,290.56,3,2018,1641.25,8,"57 Rue C, Marrakech",190372.0
Elkasba,165.35,2,2001,3483.61,7,"90 Rue C, Rabat",269464.0
Elkasba,170.88,4,2007,3531.72,6,"36 Rue E, Béni Mellal",274730.0
Elkasba,201.13,3,1991,1909.96,8,"98 Rue B, Agadir",189711.0
Almassira1,288.22,2,1991,3656.84,3,"67 Rue C, Béni Mellal",289896.0
Sisalem,275.26,4,2006,2245.69,9,"29 Rue C, Rabat",219432.0
Taqaddom,120.51,4,1999,500.79,3,"47 Rue F, Tanger",117177.0
Taqaddom,178.55,3,2007,1231.73,4,"40 Rue F, Agadir",156755.0
Alatlas,210.67,4,2011,4471.78,6,"73 Rue F, Tanger",321344.0
RiadSalam,200.63,4,2008,1502.12,8,"61 Rue F, Marrakech",170360.0
RiadSalam,138.77,2,1990,1008.1,3,"87 Rue C, Agadir",147246.0
Taqaddom,271.76,2,2013,3569.9,6,"96 Rue F, Agadir",283796.0
Elkasba,235.39,4,2014,2483.18,5,"19 Rue E, Tanger",225263.0
Almassira1,267.58,2,2020,4084.66,5,"50 Rue C, Fes",
Almassira1,271.75,4,2020,4376.5,5,"30 Rue A, Agadir",321843.0
Almassira1,249.67,3,1991,4306.95,9,"75 Rue C, Agadir",316586.0
Sisalem,187.84,2,2008,1908.54,7,"75 Rue A, Tanger",196826.0
Sisalem,222.11,4,2001,2774.96,9,"47 Rue F, Rabat",241353.0
Haycharaf,132.07,4,1999,3425.64,9,"96 Rue E, Marrakech",266444.0
Alatlas,234.73,2,2020,1948.92,6,"62 Rue E, Agadir",202740.0
Almassira1,135.85,2,2011,684.95,6,"45 Rue F, Agadir",134003.0
Elkasba,238.79,3,2012,2730.49,4,"76 Rue E, Tanger",239064.0
Alatlas,145.92,4,2012,557.68,8,"67 Rue C, Marrakech",
Almassira1,123.51,3,2004,4777.91,2,"63 Rue F, Agadir",
Sisalem,133.06,3,2015,4085.08,5,"68 Rue D, Agadir",299310.0
Elhouda,100.4,3,1992,1364.04,1,"62 Rue D, Béni Mellal",157151.0
Taqaddom,243.75,2,2012,1794.07,2,"86 Rue A, Tanger",189729.0
Haycharaf,246.48,3,2009,4922.77,1,"29 Rue C, Agadir",349575.0
Almassira1,202.99,2,1997,2180.97,6,"29 Rue B, Tanger",209321.0
Almassira1,132.27,2,2007,4026.75,2,"78 Rue F, Béni Mellal",294854.0
Elhouda,116.71,3,1995,2510.67,4,"84 Rue B, Tanger",210809.0
Alatlas,103.83,3,2016,4388.43,5,"64 Rue D, Rabat",305171.0
Elhouda,133.15,4,2004,3666.89,7,"82 Rue A, Fes",278368.0
Haycharaf,278.17,3,1994,603.1,1,"68 Rue B, Fes",134168.0
Almassira1,148.31,4,1998,1824.75,5,"26 Rue C, Fes",191809.0
Haycharaf,170.85,3,1996,3010.97,4,"5 Rue D, Fes",250273.0
Almassira1,121.07,3,2009,4667.78,7,"13 Rue C, Rabat",321476.0
Almassira1,144.47,3,1999,959.13,7,"9 Rue C, Rabat",144633.0
Almassira1,203.84,3,2015,3205.23,8,"69 Rue F, Rabat",264694.0
Elkasba,221.55,4,1993,1859.8,4,"11 Rue A, Marrakech",191894.0
RiadSalam,149.07,4,2013,4501.98,4,"73 Rue E, Agadir",319357.0
Elkasba,111.55,3,2003,3943.26,5,"32 Rue C, Fes",286213.0
Taqaddom,178.21,3,1990,2163.66,5,"24 Rue F, Fes",200989.0
Sisalem,146.84,4,2006,1251.96,3,"32 Rue B, Fes",161315.0
Haycharaf,143.91,2,2013,551.74,5,"92 Rue D, Agadir",
RiadSalam,291.97,2,2016,3295.11,5,"6 Rue E, Tanger",270089.0
Taqaddom,223.26,2,1996,2327.56,8,"71 Rue C, Béni Mellal",215634.0
Alatlas,211.38,4,1998,1916.4,7,"96 Rue B, Fes",195966.0
Almassira1,183.16,4,2001,4934.76,8,"9 Rue B, Rabat",340323.0
Almassira1,185.79,2,2010,2597.64,5,"39 Rue A, Agadir",231508.0
Sisalem,208.18,2,1992,3874.28,2,"30 Rue B, Rabat",286913.0
Sisalem,239.29,3,2004,1298.36,8,"98 Rue E, Marrakech",
Sisalem,240.43,4,2010,560.55,9,"60 Rue A, Rabat",131070.0
Taqaddom,134.34,4,1999,2379.03,2,"7 Rue C, Fes",207621.0
Elkasba,200.02,2,2022,3495.49,1,"10 Rue B, Marrakech",274520.0
Haycharaf,182.39,2,1995,2779.69,6,"15 Rue D, Béni Mellal",233469.0
Elkasba,274.11,4,1991,4507.1,3,"61 Rue B, Béni Mellal",
Alatlas,226.28,3,2018,2452.91,1,"70 Rue E, Agadir",221282.0
Haycharaf,206.5,2,2022,1899.51,6,"77 Rue D, Tanger",
Almassira1,123.08,4,1993,4622.22,8,"73 Rue A, Rabat",324576.0
RiadSalam,221.13,4,1993,2330.61,9,"56 Rue A, Fes",214708.0
RiadSalam,123.44,3,2018,1713.42,6,"57 Rue F, Agadir",179958.0
Almassira1,167.44,3,2009,939.47,6,"76 Rue F, Rabat",143426.0
Elhouda,128.57,2,2012,4069.89,1,"97 Rue D, Béni Mellal",298142.0
Alatlas,238.41,2,2007,4212.91,5,"33 Rue D, Rabat",314621.0
RiadSalam,141.25,2,2014,649.84,3,"35 Rue D, Fes",127182.0
Almassira1,178.37,4,1990,2113.91,7,"23 Rue C, Rabat",202273.0
RiadSalam,279.13,2,2004,3874.44,9,"62 Rue E, Tanger",302357.0
Haycharaf,140.86,4,2009,4758.72,6,"83 Rue C, Tanger",335165.0
Elhouda,201.56,2,2016,2200.18,5,"69 Rue B, Tanger",209639.0
Elkasba,183.85,3,2011,4424.24,7,"36 Rue F, Rabat",320652.0
Haycharaf,103.62,3,1994,2271.74,9,"65 Rue C, Fes",206220.0
Elkasba,258.55,4,1992,1307.73,5,"57 Rue A, Agadir",173787.0
Almassira1,113.81,3,2006,515.51,5,"63 Rue A, Tanger",121090.0
Sisalem,194.85,4,2013,1985.81,4,"66 Rue D, Marrakech",201017.0
Haycharaf,212.14,4,2013,2203.14,5,"21 Rue B, Béni Mellal",209157.0
Haycharaf,225.69,3,1992,4753.03,7,"98 Rue D, Fes",334340.0
Almassira1,237.73,4,1996,1427.32,3,"39 Rue A, Marrakech",174810.0
Almassira1,150.65,3,2014,2220.04,4,"44 Rue F, Fes",207261.0
Alatlas,102.0,2,1992,613.19,9,"69 Rue B, Agadir",118969.0
Elhouda,244.69,2,2004,3935.93,2,"14 Rue B, Agadir",295266.0
Alatlas,207.13,3,2018,4618.14,8,"40 Rue E, Tanger",335921.0
Taqaddom,267.22,3,2018,1570.19,9,"41 Rue E, Marrakech",185291.0
Elhouda,264.28,3,1999,2430.48,5,"14 Rue F, Tanger",222179.0
Alatlas,268.67,3,2021,1049.51,7,"79 Rue B, Rabat",157750.0
Elkasba,197.02,2,2012,2555.76,6,"87 Rue B, Tanger",222459.0
Elhouda,166.73,4,1998,1100.04,1,"21 Rue B, Marrakech",152403.0
Sisalem,258.31,4,2003,2855.07,8,"22 Rue B, Rabat",252452.0
Almassira1,190.26,2,1993,3805.8,9,"85 Rue B, Tanger",287215.0
Sisalem,136.69,4,2009,2990.04,1,"67 Rue D, Fes",242317.0
Taqaddom,270.99,2,2017,1603.49,8,"77 Rue D, Fes",185005.0
RiadSalam,276.51,4,2003,2092.08,3,"35 Rue B, Tanger",
RiadSalam,193.26,3,2002,3373.58,6,"61 Rue C, Tanger",264410.0
Elkasba,115.14,3,2020,3153.9,8,"19 Rue C, Tanger",253689.0
Haycharaf,177.57,3,2022,1115.49,5,"94 Rue C, Fes",153756.0
Sisalem,260.71,2,2017,4302.27,8,"41 Rue D, Tanger",
Alatlas,280.35,2,2014,2638.35,7,"55 Rue E, Marrakech",237571.0
RiadSalam,140.69,4,2021,1230.66,7,"98 Rue D, Béni Mellal",151946.0
Haycharaf,113.39,4,1998,1052.72,7,"98 Rue D, Béni Mellal",146306.0
RiadSalam,275.47,4,2017,4844.98,9,"53 Rue C, Fes",352820.0
Elhouda,177.88,2,2020,1766.91,6,"18 Rue D, Tanger",180060.0
Alatlas,208.35,4,2006,4588.67,6,"3 Rue F, Agadir",331233.0
Haycharaf,293.61,3,2012,2347.63,9,"27 Rue F, Fes",227609.0
RiadSalam,113.31,4,2002,2236.65,6,"33 Rue C, Tanger",206643.0
Haycharaf,229.66,3,1999,3654.18,7,"4 Rue C, Marrakech",287590.0
Taqaddom,114.82,2,2005,544.47,7,"49 Rue C, Rabat",126205.0
Taqaddom,175.09,3,1995,2021.4,2,"72 Rue F, Agadir",198214.0
Alatlas,260.76,3,2000,1861.91,8,"28 Rue E, Rabat",200227.0
Almassira1,186.69,3,1992,4406.44,6,"57 Rue C, Béni Mellal",317426.0
Elkasba,299.44,2,2017,2881.06,4,"10 Rue B, Agadir",249664.0
RiadSalam,211.81,2,2004,2140.57,7,"42 Rue F, Marrakech",208916.0
RiadSalam,164.23,2,2002,1697.36,8,"93 Rue E, Marrakech",183300.0
Alatlas,144.02,2,2006,3157.29,1,"6 Rue F, Marrakech",252332.0
Elhouda,170.1,4,1996,1182.53,4,"89 Rue F, Marrakech",149875.0
RiadSalam,174.51,2,2017,1607.92,4,"32 Rue C, Rabat",172825.0
Sisalem,113.74,3,2002,1821.25,9,"76 Rue D, Béni Mellal",184416.0
Sisalem,173.91,2,2006,3235.59,6,"13 Rue A, Fes",257064.0
Sisalem,192.85,4,2004,2179.65,4,"44 Rue C, Rabat",208147.0
Sisalem,244.55,4,2017,2776.02,1,"48 Rue D, Tanger",243369.0
Alatlas,231.35,4,2004,3426.97,8,"15 Rue D, Agadir",272767.0
Sisalem,241.75,3,2000,4803.22,9,"96 Rue A, Tanger",341885.0
Taqaddom,101.67,2,2020,3941.77,5,"94 Rue D, Agadir",
Taqaddom,143.53,2,1993,2323.66,5,"20 Rue E, Tanger",211035.0
Elkasba,232.34,2,2016,3867.24,8,"74 Rue B, Rabat",296943.0
Haycharaf,196.8,3,1999,4773.62,8,"12 Rue D, Agadir",334641.0
Taqaddom,101.06,3,2019,2747.21,5,"42 Rue E, Rabat",227706.0
Haycharaf,260.9,4,2009,2347.24,4,"98 Rue F, Tanger",218601.0
Elkasba,254.56,4,2018,851.08,6,"72 Rue E, Tanger",148407.0
Taqaddom,209.68,2,2018,4515.67,5,"89 Rue A, Agadir",324418.0
Taqaddom,113.29,3,2012,1608.95,8,"99 Rue A, Fes",173968.0
Elkasba,253.3,3,2010,787.81,9,"92 Rue F, Tanger",142601.0
Elkasba,216.74,2,1999,2917.42,1,"47 Rue D, Fes",249010.0
Haycharaf,256.39,2,2001,4306.55,9,"28 Rue B, Tanger",323082.0
Almassira1,250.35,4,2019,2329.86,9,"60 Rue B, Marrakech",221947.0
RiadSalam,260.6,4,2022,4023.8,6,"47 Rue C, Agadir",305102.0
Elhouda,203.6,4,2007,4263.78,5,"87 Rue F, Tanger",309611.0
Sisalem,128.06,2,2003,2544.82,7,"33 Rue E, Fes",222311.0
Almassira1,234.23,2,2011,3159.3,8,"3 Rue B, Béni Mellal",259877.0
RiadSalam,224.09,4,2010,2902.61,9,"83 Rue D, Marrakech",246673.0
Elhouda,248.45,4,1990,4726.38,9,"51 Rue D, Béni Mellal",
Taqaddom,133.98,3,2004,3764.78,3,"68 Rue A, Rabat",276744.0
Almassira1,139.0,3,2011,4664.04,8,"48 Rue A, Rabat",330060.0
Almassira1,278.08,4,2021,1490.04,1,"56 Rue A, Rabat",180545.0
Alatlas,250.0,4,2022,1896.07,7,"42 Rue E, Marrakech",193327.0
Haycharaf,281.65,3,2012,819.11,5,"37 Rue E, Tanger",146905.0
Sisalem,251.74,4,1991,2749.59,2,"82 Rue A, Fes",236192.0
RiadSalam,219.43,3,1991,4432.66,2,"10 Rue E, Béni Mellal",323178.0
Haycharaf,230.83,3,2018,1970.81,8,"72 Rue A, Rabat",202079.0
Alatlas,277.83,3,1992,1077.27,5,"21 Rue E, Béni Mellal",163608.0
Haycharaf,215.76,2,1996,808.01,3,"74 Rue D, Rabat",135569.0
Elkasba,226.48,2,2018,2513.75,1,"84 Rue B, Béni Mellal",231342.0
RiadSalam,131.3,4,2012,1238.1,7,"99 Rue F, Marrakech",156490.0
Sisalem,194.78,3,2005,2057.47,3,"36 Rue D, Marrakech",196938.0
Taqaddom,243.28,2,2020,4189.91,7,"95 Rue B, Fes",318212.0
Elkasba,154.19,4,1990,2228.21,2,"43 Rue A, Agadir",204994.0
Elkasba,140.45,4,2007,3244.42,4,"83 Rue E, Tanger",252148.0
RiadSalam,162.77,4,2004,2759.72,2,"59 Rue E, Fes",236394.0
Elkasba,148.3,4,2006,3733.4,4,"95 Rue D, Béni Mellal",277570.0
Taqaddom,142.98,4,1999,1202.74,5,"52 Rue E, Tanger",157064.0
RiadSalam,184.97,3,2009,4641.98,8,"1 Rue E, Marrakech",329215.0
Elhouda,281.57,4,1995,3396.35,2,"3 Rue A, Agadir",274391.0
Haycharaf,201.41,3,1997,1719.29,3,"42 Rue D, Agadir",
Taqaddom,137.58,2,2021,1054.64,5,"34 Rue B, Rabat",143263.0
Sisalem,115.39,4,1993,1173.77,9,"87 Rue C, Rabat",150105.0
Almassira1,239.23,2,2009,4021.98,5,"59 Rue F, Fes",298512.0
Taqaddom,176.56,3,2013,3146.5,9,"26 Rue E, Tanger",
Taqaddom,264.37,3,2013,2213.41,4,"92 Rue E, Agadir",213894.0
Elhouda,231.9,2,2015,1998.05,5,"25 Rue B, Agadir",200624.0
Taqaddom,259.25,4,2014,4350.91,9,"40 Rue B, Béni Mellal",324017.0
Taqaddom,154.39,4,1996,4436.43,4,"4 Rue E, Rabat",315524.0
Elhouda,238.47,2,1999,3115.68,5,"6 Rue B, Rabat",261338.0
,152.81,2,2001,2860.45,5,"45 Rue A, Tanger",231104.0
Alatlas,287.81,2,1990,4174.02,4,"41 Rue B, Fes",316995.0
Sisalem,227.27,4,2014,,4,"27 Rue B, Tanger",295267.0
Elhouda,164.9,4,2005,2301.46,5,"21 Rue D, Tanger",208770.0
Almassira1,153.9,4,1994,872.32,6,"30 Rue B, Tanger",140754.0
,,2,2008,3958.25,7,"4 Rue B, Marrakech",292970.0
RiadSalam,238.93,4,1993,1259.15,6,"16 Rue D, Béni Mellal",165546.0
Elkasba,143.74,3,1995,573.7,1,"57 Rue F, Fes",120997.0
Taqaddom,219.06,2,2015,,2,"27 Rue D, Béni Mellal",313232.0
Almassira1,152.93,4,1998,3102.14,7,"58 Rue D, Marrakech",246284.0
,,2,2003,4512.5,3,"26 Rue B, Marrakech",331098.0
Elhouda,262.99,3,1998,2680.65,2,"76 Rue A, Béni Mellal",240487.0
Almassira1,255.61,3,2004,,6,"23 Rue E, Rabat",338914.0
,,2,2009,2092.87,4,"93 Rue E, Béni Mellal",206808.0
,137.54,2,1997,,5,"21 Rue B, Béni Mellal",286818.0
Elhouda,,3,2021,1854.44,6,"63 Rue F, Rabat",
Elhouda,239.79,2,2010,505.24,3,"46 Rue F, Tanger",126449.0
Almassira1,173.67,3,2008,2208.85,1,"54 Rue B, Agadir",212167.0
Elhouda,186.47,3,2018,3819.94,3,"12 Rue E, Tanger",288777.0
Elhouda,106.23,4,2020,1175.11,3,"62 Rue C, Rabat",154861.0
Alatlas,151.92,2,1995,2771.61,6,"15 Rue D, Béni Mellal",233679.0
Elkasba,106.74,2,1993,1455.45,4,"1 Rue D, Marrakech",160945.0
Elkasba,275.84,4,2018,835.81,7,"52 Rue A, Tanger",147479.0
Almassira1,148.68,3,1992,3278.53,2,"47 Rue C, Béni Mellal",255222.0
Elkasba,211.47,2,1990,4783.85,4,"56 Rue F, Tanger",340295.0
Haycharaf,107.8,4,2004,1898.17,8,"30 Rue F, Béni Mellal",189219.0
Sisalem,233.37,4,2010,3112.91,6,"84 Rue F, Marrakech",259131.0
Almassira1,164.61,2,2020,4791.22,3,"61 Rue A, Tanger",
RiadSalam,279.58,4,1996,3427.18,2,"94 Rue F, Tanger",
Taqaddom,277.62,3,2006,3529.01,3,"6 Rue B, Agadir",285391.0
Alatlas,165.06,4,2008,1305.18,1,"23 Rue E, Béni Mellal",163384.0
Elkasba,280.19,3,1992,2716.74,1,"17 Rue E, Agadir",241903.0
Alatlas,299.23,3,2019,2151.87,2,"18 Rue F, Marrakech",214765.0
Haycharaf,265.08,2,2018,2619.31,3,"98 Rue A, Béni Mellal",236014.0
Elkasba,268.97,4,2003,4103.72,9,"77 Rue B, Fes",307614.0
Taqaddom,149.8,3,2017,2573.15,8,"85 Rue C, Tanger",219082.0
Taqaddom,215.34,3,2019,782.83,9,"80 Rue D, Agadir",139118.0
Elhouda,113.45,4,2015,4574.94,7,"54 Rue B, Agadir",317707.0
Elhouda,118.98,3,1996,2951.67,7,"67 Rue B, Fes",
Alatlas,299.78,4,2020,4660.22,5,"86 Rue B, Tanger",339957.0
RiadSalam,165.33,2,1994,3075.6,7,"15 Rue B, Béni Mellal",
Elhouda,249.64,3,2003,813.36,4,"64 Rue B, Tanger",143310.0
Elhouda,261.33,3,2016,2987.91,5,"52 Rue F, Tanger",
Elhouda,271.6,4,2013,3090.83,1,"34 Rue E, Tanger",260979.0
Almassira1,299.53,4,2018,1464.53,4,"4 Rue A, Tanger",181879.0
Elkasba,148.3,4,2011,2619.63,3,"4 Rue D, Béni Mellal",228182.0
Alatlas,108.07,4,1997,2567.49,2,"95 Rue B, Marrakech",217819.0
Almassira1,182.24,3,2004,3302.94,2,"6 Rue E, Marrakech",265347.0
Almassira1,126.02,2,1994,1668.26,8,"98 Rue E, Fes",174646.0
Alatlas,104.49,2,1993,3117.87,1,"68 Rue B, Agadir",246278.0
Taqaddom,172.09,2,2000,1584.28,8,"13 Rue A, Tanger",172541.0
Elhouda,256.75,2,2007,2509.0,9,"29 Rue A, Marrakech",232886.0
RiadSalam,213.24,4,2019,1052.18,6,"9 Rue A, Marrakech",157141.0
Taqaddom,162.56,3,2004,667.85,1,"60 Rue D, Rabat",134168.0
Almassira1,230.87,3,1995,1942.64,7,"57 Rue B, Rabat",196718.0
Haycharaf,146.4,3,2005,1735.57,5,"82 Rue A, Tanger",182279.0
Haycharaf,102.88,4,1998,2331.21,9,"61 Rue D, Tanger",202250.0
Sisalem,252.87,3,2016,4828.92,7,"17 Rue C, Fes",339818.0
Elhouda,224.75,4,2002,2850.03,5,"70 Rue C, Rabat",245129.0
Elhouda,252.46,3,2016,2989.3,2,"86 Rue F, Béni Mellal",252873.0
Taqaddom,107.79,2,1998,4737.2,4,"62 Rue D, Fes",323016.0
Taqaddom,267.42,4,1994,4645.16,2,"74 Rue B, Agadir",337103.0
RiadSalam,223.91,3,2011,4478.5,9,"29 Rue E, Agadir",328053.0
RiadSalam,212.68,2,2020,940.98,2,"19 Rue B, Fes",147469.0
Haycharaf,224.92,2,1992,3354.34,2,"11 Rue F, Béni Mellal",271615.0
Haycharaf,272.89,2,2019,4136.45,2,"92 Rue D, Tanger",310450.0
Alatlas,217.39,4,2010,4260.09,1,"79 Rue A, Agadir",316648.0
Almassira1,216.19,4,1995,3100.58,9,"29 Rue C, Agadir",253965.0
Elhouda,298.14,3,2017,578.73,8,"94 Rue F, Tanger",140825.0
Haycharaf,251.35,2,2021,4881.71,2,"43 Rue F, Marrakech",344023.0
Haycharaf,188.46,3,2014,2624.89,2,"86 Rue E, Rabat",229843.0
RiadSalam,241.48,3,2021,2271.18,5,"67 Rue E, Tanger",217353.0
Elhouda,177.85,2,2011,2277.27,4,"98 Rue B, Tanger",212131.0
Sisalem,145.78,3,2013,2408.68,2,"55 Rue C, Fes",213405.0
Sisalem,219.37,4,2019,1589.81,8,"19 Rue E, Fes",182069.0
Alatlas,285.64,3,2021,1973.0,8,"5 Rue F, Marrakech",205288.0
Almassira1,285.83,2,2020,4934.11,4,"81 Rue A, Agadir",352040.0
Sisalem,168.38,4,2012,2156.76,4,"24 Rue A, Agadir",208294.0
Alatlas,205.54,4,2022,2870.26,9,"82 Rue A, Agadir",243956.0
Sisalem,142.33,3,2014,4317.32,4,"21 Rue D, Tanger",305179.0
RiadSalam,299.13,3,2013,2873.43,9,"2 Rue E, Marrakech",249829.0
Elhouda,296.22,4,2020,1960.04,3,"62 Rue C, Agadir",
RiadSalam,229.9,3,2002,2856.88,2,"81 Rue E, Marrakech",241274.0
Taqaddom,260.88,2,1999,1013.39,8,"58 Rue B, Marrakech",156321.0
RiadSalam,243.02,3,2012,1085.03,3,"80 Rue C, Rabat",
Elhouda,218.63,3,2007,3623.48,2,"57 Rue A, Fes",
Sisalem,110.67,4,2021,4628.57,8,"36 Rue F, Rabat",324450.0
Alatlas,190.95,3,2022,3765.55,8,"44 Rue C, Agadir",286042.0
Alatlas,234.96,3,2017,835.76,5,"33 Rue C, Marrakech",
RiadSalam,235.51,3,2005,2313.03,9,"99 Rue E, Marrakech",221159.0
Sisalem,174.62,2,2005,511.49,6,"85 Rue A, Fes",125776.0
Haycharaf,288.34,3,2007,2800.43,5,"44 Rue E, Tanger",249985.0
Taqaddom,133.47,2,1997,1369.42,3,"9 Rue C, Marrakech",162772.0
RiadSalam,200.07,2,2005,4406.66,7,"83 Rue A, Rabat",
Alatlas,238.18,2,2000,969.51,9,"17 Rue A, Agadir",149850.0
Alatlas,239.43,2,1995,506.45,4,"59 Rue A, Béni Mellal",129074.0
Elhouda,229.73,4,1990,2530.16,7,"71 Rue F, Tanger",226642.0
Sisalem,155.06,2,2001,1199.45,3,"17 Rue C, Tanger",154218.0
Alatlas,131.24,3,2017,3820.94,2,"58 Rue D, Rabat",286097.0
Taqaddom,227.19,2,2006,4639.71,1,"11 Rue E, Agadir",336081.0
Elhouda,219.86,3,1990,688.72,6,"51 Rue E, Agadir",
Almassira1,135.87,2,2021,2280.12,5,"19 Rue F, Agadir",209524.0
Haycharaf,241.03,4,1997,4985.67,2,"3 Rue B, Fes",353031.0
Taqaddom,191.03,2,2013,3797.02,3,"96 Rue C, Rabat",284937.0
Elkasba,233.55,2,1999,4789.34,9,"77 Rue B, Rabat",
Haycharaf,267.47,4,1999,1238.37,3,"68 Rue E, Béni Mellal",166930.0
Elhouda,133.95,2,2014,1496.16,7,"69 Rue C, Rabat",172133.0
Sisalem,103.83,3,1999,1196.65,1,"30 Rue F, Rabat",148228.0
Elkasba,255.82,2,2008,1860.66,7,"22 Rue C, Agadir",198170.0
Alatlas,221.94,2,2004,3759.73,9,"13 Rue F, Agadir",292267.0
Haycharaf,239.93,2,2005,1242.26,8,"82 Rue F, Rabat",170061.0
Sisalem,267.63,4,1991,2859.05,7,"29 Rue F, Agadir",248090.0
RiadSalam,260.56,2,2018,1711.44,8,"70 Rue E, Marrakech",
Taqaddom,292.18,2,1993,4231.38,4,"26 Rue C, Béni Mellal",320745.0
Taqaddom,207.19,3,2018,529.67,2,"52 Rue C, Marrakech",126869.0
RiadSalam,197.7,2,2020,1504.02,9,"67 Rue D, Marrakech",171899.0
Alatlas,180.38,2,2006,3223.58,3,"60 Rue C, Agadir",260126.0
Alatlas,130.74,2,1999,935.2,4,"93 Rue C, Béni Mellal",144473.0
RiadSalam,214.52,2,2016,2598.4,7,"10 Rue C, Fes",231034.0
Elhouda,155.4,3,2004,2462.93,2,"72 Rue F, Tanger",212812.0
Alatlas,284.26,3,2020,4336.35,8,"27 Rue F, Rabat",328218.0
Haycharaf,216.64,4,2010,3314.29,8,"77 Rue A, Béni Mellal",266460.0
Elkasba,218.57,2,2015,3378.66,5,"97 Rue D, Agadir",271782.0
Haycharaf,170.98,4,2006,4783.13,9,"19 Rue D, Agadir",
Almassira1,110.4,4,1992,4920.62,8,"98 Rue B, Marrakech",337796.0
Taqaddom,106.35,2,2003,3440.28,1,"21 Rue F, Marrakech",263943.0
Elkasba,184.67,3,2002,2849.01,9,"51 Rue E, Agadir",242307.0
Sisalem,116.91,3,2016,3235.64,5,"32 Rue C, Béni Mellal",253919.0
Sisalem,221.37,2,1990,2221.0,9,"29 Rue C, Agadir",208932.0
Elkasba,276.19,2,2006,4943.55,9,"52 Rue A, Fes",353496.0
Elhouda,276.58,3,2003,3672.6,3,"95 Rue E, Fes",291443.0
Alatlas,231.81,2,2006,1809.53,8,"20 Rue B, Marrakech",189909.0
Alatlas,142.25,2,1992,759.95,7,"19 Rue F, Tanger",127700.0
Alatlas,272.6,2,2014,701.25,7,"98 Rue C, Béni Mellal",144696.0
Elhouda,277.22,3,1991,1422.11,2,"82 Rue A, Rabat",181155.0
Alatlas,139.33,4,2015,1548.11,2,"40 Rue E, Béni Mellal",171140.0
Alatlas,247.49,4,2020,2367.7,2,"99 Rue F, Rabat",223743.0
Haycharaf,157.3,2,1998,1466.81,2,"61 Rue B, Fes",168835.0
Elhouda,260.53,3,2019,3339.1,4,"57 Rue C, Béni Mellal",265108.0
Alatlas,299.45,2,2009,1450.65,7,"70 Rue F, Rabat",181003.0
Taqaddom,106.01,3,2010,1345.44,2,"59 Rue B, Béni Mellal",161996.0
Elhouda,279.47,2,2018,2620.57,5,"97 Rue F, Tanger",233818.0
Sisalem,224.53,3,2014,4499.01,7,"35 Rue A, Marrakech",
Sisalem,294.68,3,2014,2607.37,9,"33 Rue A, Fes",235994.0
Taqaddom,193.0,4,1998,2362.32,8,"60 Rue D, Rabat",214764.0
Taqaddom,269.48,2,2015,3101.43,9,"22 Rue F, Fes",
Elhouda,112.48,4,2005,1657.46,7,"63 Rue C, Agadir",177888.0
Almassira1,167.06,4,2001,2090.46,3,"67 Rue A, Béni Mellal",204020.0
Elkasba,113.4,3,2013,1462.26,1,"94 Rue E, Rabat",
Alatlas,295.07,2,2015,3073.14,7,"47 Rue B, Fes",256580.0
Haycharaf,263.39,3,2009,3638.24,6,"64 Rue F, Marrakech",281777.0
Haycharaf,270.51,3,1998,3531.64,2,"54 Rue A, Fes",283435.0
Taqaddom,287.59,3,2012,1646.68,1,"14 Rue C, Fes",184271.0
Elkasba,117.02,2,2018,4008.42,4,"94 Rue C, Tanger",293729.0
Alatlas,177.12,2,2020,1651.79,4,"82 Rue E, Tanger",180553.0
Haycharaf,114.21,3,2008,1176.4,6,"54 Rue F, Tanger",148614.0
Alatlas,142.16,2,2009,2074.14,5,"46 Rue A, Béni Mellal",189662.0
